"LVL 10-11"
"S.No.","First Name","Last Name","Company Name","Title","Cost Code","Instance Id","MAC","Instance Type","Crew","Union","Phone ","Email","Race ","Sex","MWBE","RFID/ NFC","$/MH","Employee Id","Last Seen Location","Last Seen Time","Battery level","Project Code"
"6701","Virginia","Emard","Old Dominion Insulators",,,"ABCDE44A3F0D","C3000036FB61",,,,,,,,,,"",,"Security Gate","12/23/2024 06:12 AM","87",
"6702","Garfield","Rodriguez","Schneider Electric","FSR",,"ABCDE44AB173","C300000B1890",,,,,,,,,"0000000000724703","",,"LVL 09","10/20/2025 10:08 AM","72",
"6703","Carole","Considine","IES","Cable Tech",,"000000000258","AC233FE6C7AE",,"Craft","",,,,,,,"","","Security Gate","08/31/2024 02:08 PM","57",""
"6704","Willene","Hermiston","ACI","Sheet Metal",,"6241","AC233FE7DFB1",,,,,,,,,"0000000007523930","",,"Colo Exterior - K027AE0","08/25/2023 04:25 PM","57",
"6705","Shona","Hand","MMR",,,,,,,,,,,,,,"",,"Trailers - K027ADF","10/12/2023 02:40 PM","null",
"6706","Ron","Dicki","IES","Tech 2",,"ABCDE44AB253","C300000B18E0",,"Craft",,,,,,,"0000000000700344","",,"LVL 09","09/17/2023 12:32 AM","72",
"6707","Nicole","Grimes","Gaylor Electric","Electrical",,"ABCDE44AA242","C300000B14ED",,,,,,,,,"0000000000734486","",,"LVL 09","09/03/2025 08:46 AM","72",
"6708","Tory","Gerlach","Briegan","Carpenter",,"000000001075","AC233FA9BDAB",,"Craft",,,,,,,,"",,"","11/13/2025 06:37 AM","47",
"6709","Isabel","Trantow","Sure Clean","Cleaner",,,,,"Craft","",,,,,,,"","","Colo 3","02/21/2023 03:04 PM","null",""
"6710","Steven","Marvin","Microsoft","Telecom",,"ABCDE44A503E","C30000169234",,"Craft",,,,,,,"0000000000721435","",,"Security Gate","10/09/2024 03:49 PM","82",
"6711","Jessia","Pfannerstill","iconicx","Supervisor",,"000000000273","AC233FE6C7BD",,,,,,,,,,"",,"LVL 09","07/30/2025 06:25 AM","57",
"6712","Connie","Kuhic","MMR","Electrician",,"ABCDE44AC279","C30000079407",,"Craft",,,,,,,,"",,"Colo Exterior - K027AE0","09/06/2023 07:51 PM","71",
"6713","Gilberto","Quitzon","ACI","Foreman",,"ABCDE44A08F1","C300002207C6",,,,,,,,,"0000000000673480","",,"Security Gate","10/22/2024 06:48 AM","80",
"6714","Freddy","Hane","EPS","Electrician",,"ABCDE41D9366","AC233FE421A8",,,,,,,,,"0000000007573593","",,"","","54",
"6715","Shawnna","Steuber","Gaylor Electric","Electrical",,"ABCDE44A567E","C30000169274",,,,,,,,,"0000000000720274","",,"LVL 10","05/16/2025 04:13 AM","82",
"6716","Dorla","Bauch","Biggs","Foreman",,"000000001064","AC233FA9BDA0",,"Supervision",,,,,,,,"",,"Colo Exterior - K027AE0","06/23/2023 08:41 AM","47",
"6717","Woodrow","Cole","Johnson Controls","Foreman",,,,,,,,,,,,,"",,"","","null",
"6718","Hobert","Hintz","Gaylor Electric","Safety",,"ABCDE44A452E","C30000169201",,"Safety",,,,,,,"0000000000721437","",,"Office Parking Lot - Zone A","09/24/2024 04:29 PM","82",
"6719","David","Corkery","CRMP","Driver",,"ABCDE41D5555","AC233FA9839B",,"Craft",,,,,,,,"",,"Zone F - K027B4B","08/31/2023 12:02 PM","46",
"6720","Shaun","Johnston","Baker","Carpenter",,,,,"Craft","",,,,,,,"","","Colo 3","06/22/2023 01:40 PM","null",""
"6721","Luther","Gulgowski","W.S. Construction",,,"ABCDE44AA171","C300000B14A6",,,,,,,,,"0000000000740662","",,"LVL 09","11/10/2025 05:12 PM","72",
"6722","Tamie","DuBuque","Carter Cat","Tech",,,,,,,,,,,,,"",,"Security Gate","04/08/2024 12:55 PM","null",
"6723","Garret","West","Virginia Carolina Paving","Finisher",,"ABCDE34E1322","AC233FAA0C0F",,"Craft",,,,,,,"0000000003533168","",,"Trailers","08/27/2024 09:46 AM","48",
"6724","Temple","Bergnaum","Schneider Electric","Engineer",,"ABCDE44AA379","C300000B1576",,,,,,,,,"0000000000738135","",,"LVL 09","09/29/2023 10:59 AM","72",
"6725","Waylon","Kozey","W.S. Construction","Laborer",,"ABCDE44A09FE","C30000220843",,"Craft",,,,,,,"0000000000671352","",,"Security Gate","06/03/2024 09:14 AM","80",
"6726","Darwin","Klocko","Microsoft","EHS Manager",,"ABCDE44AB498","C300000B19D5",,,,,,,,,"0000000000734308","",,"Colo Exterior - K027AE0","07/19/2023 01:25 PM","72",
"6727","Vannessa","Reilly","MMR","Purchasing",,,,,"Craft",,,,,,,,"",,"K027AA7","03/17/2022 01:40 PM","null",
"6728","Lauran","Harber","Precision Wall",,,,,,,,,,,,,,"",,"","","null",
"6729","Noel","Brekke","Rosendin","Electrical",,"ABCDE44A568E","C30000169275",,,,,,,,,"0000000000721875","",,"Trailers","11/19/2024 01:52 PM","82",
"6730","Marhta","Lueilwitz","Briegan","Foreman",,"000000001079","AC233FA9BDAF",,"Supervision",,,,,,,,"",,"K0242B4","09/01/2021 04:26 PM","47",
"6731","Elida","Schultz","Beaver","Operator",,,,,,,,,,,,,"",,"Security Gate","09/02/2022 03:08 PM","null",
"6732","Jessie","Graham","MMP Painting","Painter",,"ABCDE34E1258","AC233FAA0BCF",,"Craft",,,,,,,"0000000003573063","",,"LVL 09","06/10/2024 11:33 AM","48",
"6733","Ahmed","Torp","Securitas - G","Guard",,"ABCDE44AA630","C300000B1671",,,,,,,,,"0000000000739151","",,"LVL 09","09/05/2025 09:34 AM","72",
"6734","Nelson","Crist","Adams Paving","Mechanic",,"000000009799","AC233FABEAF4",,"Craft","Non-Union",,,,,,"0000000007525959","",,"Zone F - RT 4","11/16/2022 03:30 PM","54",
"6735","Laverne","Rowe","EYPMCF Inc.","Commissioning  ",,"ABCDE41D9056","AC233FE0E245",,"Craft",,,,,,,"0000000007577266","",,"","","52",""
"6736","Katerine","Volkman","Corning","Field Engineer",,"ABCDE44A956E","C300001693F9",,"Craft",,,,,,,"0000000000882081","",,"Zone B","09/26/2024 01:22 PM","82",
"6737","Stephan","Brakus","Baker",,,"6462","AC233FE7E08E",,"Craft",,,,,,,"0000000004519286","",,"Colo Exterior - K027AE0","05/23/2023 04:51 PM","57",
"6738","Robbie","Zulauf","Swansonrink","Construction Manager",,,,,"Management",,,,,,,,"",,"Port Aera 2","11/18/2024 02:55 PM","null",
"6739","Man","Wisozk","Beaver","Laborer",,"ABCDE44A009E","C30000169046",,"Craft",,,,,,,"0000000000684736","",,"LVL 09","07/11/2024 02:25 PM","82",
"6740","Enoch","Crona","MMR","Helper",,"ABCDE44AB248","C300000B18DB",,,,,,,,,"0000000000694141","",,"Security Gate","09/08/2023 07:25 PM","72",
"6741","Chet","Fadel","Lewis Metal Works","Steel Work",,"ABCDE31A3143","AC233FE07E58",,"Craft",,,,,,,"0000000007527325","",,"Zone F","06/09/2022 03:12 PM","53",
"6742","Lenore","Bahringer","ACI","HVAC",,"ABCDE44A07CF","C30000220738",,,,,,,,,"0000000000670181","",,"LVL 10","10/29/2025 12:42 PM","80",
"6743","Cecil","Bergnaum","MMR","electrician",,,,,,,,,,,,,"",,"Security Gate","11/02/2022 11:37 AM","null",
"6744","Charles","Orn","ACI","Plumber",,"6112","AC233FE7DF30",,,,,,,,,"0000000004473578","",,"Security Gate","10/13/2023 04:25 PM","57",
"6745","Pam","Schuppe","WS Construction",,,"ABCDE44A775E","C30000169344",,,,,,,,,"0000000000907856","",,"LVL 09","11/12/2025 06:21 AM","82",
"6746","Shirley","Barrows","MMR","Electrician",,,,,"Craft",,,,,,,,"",,"Trailers","06/28/2022 08:08 AM","null",
"6747","Melaine","Kovacek","MMR","Electrician",,"ABCDE31A3173","AC233FE07D6B",,"Craft",,,,,,,"0000000007525900","",,"Water Tower","12/21/2021 05:37 PM","53",
"6748","Tatiana","Kuphal","MMR","Electrician",,"ABCDE41D9283","ac233f8b2525",,"Craft",,,,,,,"0000000003556404","",,"Laydown/Rental - K0242D6","07/15/2022 04:05 AM","52",
"6749","Thomas","Tremblay","MMR","Foreman",,,,,"Supervision",,,,,,,,"",,"Trailers","01/02/2024 01:19 PM","null",
"6750","Meridith","Gislason","W.S. Construction","Iron Worker",,"ABCDE44AA328","C300000B1543",,"Craft",,,,,,,"0000000000686128","",,"LVL 09","11/11/2025 06:02 AM","72",
"6751","Sol","Sauer","Gaylor Electric","Electrician",,"ABCDE44A08F3","C300002207C8",,,,,,,,,"0000000000673469","",,"LVL 09","11/07/2025 11:49 AM","80",
"6752","Maura","Ward","ACI",,,"6893","AC233FE7E23D",,"Craft",,,,,,,"0000000004520120","",,"Emergency Parking - K02776C","12/15/2023 04:25 PM","57",
"6753","Cecil","Koch","Microsoft","CET",,"ABCDE44A520E","C30000169245",,,,,,,,,"0000000000879046","",,"Ring Road","04/02/2025 11:52 PM","82",
"6754","Reggie","Marvin","MMR",,,,,,,,,,,,,,"",,"LVL 09","10/21/2024 02:48 PM","null",
"6755","Patrick","O'Kon","Gaylor Electric","Electrical",,,,,"Craft",,,,,,,,"",,"LVL 11","01/27/2025 07:32 AM","null",
"6756","Lewis","Frami","MMR","Electrician",,,,,"Craft",,,,,,,,"",,"Trailers - K027ADF","10/12/2023 02:36 PM","null",
"6757","Cheyenne","Gleason","W.S. Construction","Iron Worker",,"ABCDE44A794E","C30000169357",,"Craft",,,,,,,"0000000000726873","",,"LVL 09","11/07/2025 06:47 AM","82",
"6758","Myriam","Dibbert","MMR","Helper",,,,,,,,,,,,,"",,"Zone F - RT 5","11/02/2022 11:17 AM","null",
"6759","Tonie","Hauck","Associated Scaffolding","Supervisor",,"ABCDE34E1262","AC233FAA0BD3",,"Supervision",,,,,,,"0000000003573097","",,"LVL 09","06/11/2024 10:10 AM","48",
"6760","Rachel","Friesen","Walbridge","Electrical",,"ABCDE34E1268","AC233FAA0BD9",,"Supervision",,,,,,,"0000000003572792","",,"Trailers - K027AB2","09/14/2022 06:00 PM","48",
"6761","Demarcus","Walter","iconicx",,,"6724","AC233FE7E194",,,,,,,,,"0000000004485292","",,"Security Gate","08/19/2022 11:13 AM","57",
"6762","Bill","Boyle","Precision Wall","Drywall",,"ABCDE34E1329","AC233FAA0C16",,"Craft",,,,,,,"0000000003533138","",,"Trailers","08/27/2024 09:52 AM","48",
"6763","Ayako","Graham","Baker","Finisher",,,,,,,,,,,,,"",,"LVL 09","09/19/2024 02:24 PM","null",
"6764","Shaun","Ritchie","CT Darnell","Field Services",,"ABCDE44A3F5D","C3000036FBB1",,"Craft",,,,,,,,"",,"Security Gate","11/21/2024 10:49 AM","87",
"6765","Zola","Schowalter","Precision Wall","Framing",,"6564","AC233FE7E0F4",,,,,,,,,"0000000004508199","",,"- Zone D 1","06/21/2024 02:45 PM","57",
"6766","Caroyln","Franecki","Schneider Electric","Batteries",,"000000000281","AC233FE6C7C5",,,,,,,,,,"",,"Trailers","04/22/2022 09:42 AM","57",
"6767","Susy","Rosenbaum","Beaver","Superintendent",,"ABCDE41D9413","AC233FE421D7",,,,,,,,,"0000000007579115","",,"- Zone D 1","10/11/2024 08:17 AM","54",
"6768","Chad","Stoltenberg","BKS Seeding","Seeder",,"000000000119","AC233F7998DB",,"Craft","Non-Union",,,,,,"0000000003169363","",,"Security Gate","07/03/2024 10:46 AM","44",
"6769","Jewel","McLaughlin","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"Col 2 Middle - K027AF0","01/02/2024 01:30 PM","null",
"6770","Sid","Moen","MMR","Electrician",,,,,,,,,,,,,"",,"K027B4D","03/17/2022 04:40 PM","null",
"6771","Merle","Schimmel","K-Co","Driller",,,,,"Craft",,,,,,,,"",,"K0242A5","08/13/2021 07:07 AM","null",
"6772","Katherina","Cormier","MMR","Electrician",,,,,,,,,,,,,"",,"Trailers","02/20/2025 01:12 PM","null",
"6773","Lewis","Nolan","MMR","Electrician",,,,,,,,,,,,,"",,"K027AA7","03/25/2022 11:01 AM","null",
"6774","Trena","Rosenbaum","MMR","Top Helper",,,,,"Craft",,,,,,,,"",,"","","null",
"6775","Reina","Hand","Murphy",,,,,,,,,,,,,,"",,"","","null",
"6776","Evan","Schulist","K-Co","Driver",,"ABCDE41D3433","AC233FA9BD22",,"Craft",,,,,,,,"",,"RT 2","07/22/2021 07:09 PM","47",
"6777","Oscar","Greenfelder","MMR","Electrician",,"000000001084","AC233FA9BDB4",,"Craft",,,,,,,,"",,"Colo 5","01/12/2023 07:22 AM","47",
"6778","Olevia","Abbott","IES","Cable Tech",,"ABCDE44AA718","C300000B16C9",,"Craft",,,,,,,"0000000000730263","",,"Office Parking Lot - Zone A","08/03/2024 12:22 PM","72",
"6779","Ermelinda","Mertz","Biggs","Foreman",,"ABCDE4517044","AC233F85346C",,"Supervision",,,,,,,,"",,"Security Gate","05/04/2023 04:52 PM","48",
"6780","Malena","Berge","Gaylor Electric",,,,,,,,,,,,,,"",,"Trailers","07/13/2024 03:22 PM","null",
"6781","Aaron","Lowe","IES","Tech",,"ABCDE44AB310","C300000B1919",,,,,,,,,"0000000000685270","",,"Security Gate","06/01/2024 02:45 AM","72",
"6782","Dan","Walter","MMR","Electrician",,,,,"Craft",,,,,,,,"",,"Trailers","10/12/2023 02:47 PM","null",
"6783","Marg","Bailey","Biggs","Utility",,"ABCDE44AA159","C300000B149A",,,,,,,,,"0000000000733363","",,"LVL 09","11/04/2025 09:33 AM","72",
"6784","Pura","Nikolaus","Sachs","Electrician",,,,,"Craft",,,,,,,,"",,"Zone A","12/13/2021 11:05 AM","null",
"6785","Asa","Nolan","ACI",,,,,,,,,,,,,,"",,"","","null",
"6786","Dee","Denesik","Precision Wall","Mechanic",,"ABCDE41D8178","AC233F8D4D01",,"Craft",,,,,,,"0000000007585336","",,"","11/13/2025 05:55 AM","50",
"6787","Cary","Kuvalis","Baker","Finisher",,,,,,,,,,,,,"",,"","","null",
"6788","Stefany","Wolf","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"Col 2 Middle - K027AF0","03/05/2024 01:45 AM","null",
"6789","Odette","Reichert","ComNet","A/V",,"000000009768","AC233FABEAD5",,,,,,,,,"0000000007524377","",,"Zone D - K027780","11/22/2022 05:32 PM","54",
"6790","Rima","Kerluke","S. Walker Construction","Concrete",,"000000000276","AC233FE6C7C0",,"Supervision",,,,,,,,"",,"Ring Road","04/18/2025 09:44 AM","57",
"6791","Terisa","Swaniawski","MMP Painting","painting",,"000000002203","AC233FABE80A",,,,,,,,,,"",,"K027AB2","03/03/2022 03:00 PM","55",
"6792","Irmgard","Price","Sachs","Laborer",,,,,"Craft",,,,,,,,"",,"","","null",
"6793","Chadwick","Lowe","Microsoft","Datacenter Technician",,,,,,,,,,,,,"",,"Security Gate","02/14/2024 07:48 AM","null",
"6794","Garrett","Rogahn","Beaver","Laborer",,"6866","AC233FE7E222",,"Craft",,,,,,,"0000000004496049","",,"Security Gate","09/26/2024 10:57 AM","57",
"6795","Leo","Wolff","W.S. Construction","Roof",,"6080","AC233FE7DF10",,"Craft",,,,,,,"0000000004461889","",,"Security Gate","07/25/2023 05:11 PM","57",
"6796","Michale","Marks","MMR","Electrician",,,,,"Craft",,,,,,,,"",,"Office Parking Lot - Zone A","08/21/2024 04:24 PM","null",
"6797","Shane","Yundt","ACI",,,"ABCDE44AA941","C300000B17A8",,,,,,,,,"0000000000724480","",,"Security Gate","08/24/2023 01:16 PM","72",
"6798","Winfred","Hessel","iconicx","Mechanical",,"ABCDE44A3F1C","C3000036FB70",,,,,,,,,,"",,"Security Gate","01/24/2025 07:34 AM","87",
"6799","Yevette","Kub","Willscot","Tech",,"ABCDE4517125","AC233F85340E",,"Craft",,,,,,,,"",,"Trailers","11/12/2021 02:47 PM","48",
"6800","Conrad","Okuneva","MMR","Electrician",,"000000002128","AC233FAB8A0E",,,,,,,,,,"",,"Colo 2 - K0354B3","12/06/2022 01:35 PM","55",
"6801","Kia","Hayes","Albireo Energy","EPMS",,"000000009928","AC233FABEB75",,,,,,,,,"0000000007525464","",,"K02776C","04/05/2022 03:50 PM","54",
"6802","Wen","Roob","Precision Wall","Dry Wall",,"ABCDE44AB195","C300000B18A6",,,,,,,,,"0000000000724708","",,"Security Gate","10/20/2023 01:59 PM","72",
"6803","George","Connelly","Gaylor Electric","Electrical",,"ABCDE44A052C","C300002637D2",,"Craft",,,,,,,"000423723ab51990","",,"LVL 10","10/29/2025 12:38 PM","82",
"6804","Ermelinda","Mayert","MMR","Electrician",,,,,,,,,,,,,"",,"Zone F - RT 5","11/02/2022 11:23 AM","null",
"6805","Pat","Romaguera","MMR","Electrician",,,,,"Craft",,,,,,,,"",,"","","null",
"6806","Mauricio","Collins","Sunbelt Rentals","Scaffold",,"ABCDE44A694E","C300001692F3",,,,,,,,,"0000000000708121","",,"LVL 09","11/07/2025 03:29 PM","82",
"6807","Estelle","Herzog","SVG Concrete","Pump Operator",,"ABCDE34E1389","AC233FAA0C52",,"Craft",,,,,,,"0000000003607911","",,"K0277BF","12/08/2021 01:35 PM","48",
"6808","Juan","Cronin","Progressive Mechanical","Sheet Metal",,"6653","AC233FE7E14D",,,,,,,,,"0000000004548920","",,"Colo Exterior - K027AE0","01/30/2023 02:46 PM","57",
"6809","Leesa","Koelpin","IES","Telecommunications",,"000000009826","AC233FABEB0F",,,,,,,,,"0000000007523951","",,"Zone F","02/25/2022 11:12 AM","54",
"6810","Doreatha","Waelchi","ADJ Sheet Metal","Superintendent",,"ABCDE4517046","AC233F853466",,"Supervision",,,,,,,,"",,"K0277BF","11/08/2021 12:55 PM","48",
"6811","Tyrone","Moen","Securitas","Security",,,,,"Craft","Non-Union",,,,,"Non MWBE",,"",,"K024321","07/15/2021 05:28 PM","null",
"6812","Booker","Braun","ComNet","Communications",,"ABCDE44A08C6","C3000022079F",,"Craft",,,,,,,"0000000000675634","",,"LVL 09","06/23/2025 09:30 AM","80",
"6813","Hilaria","Schneider","MMR",,,,,,,,,,,,,,"",,"Trailers - K027B4D","10/18/2023 07:56 AM","null",
"6814","Seymour","Langosh","United Rentals","Equipment Tech",,"ABCDE31A3053","AC233FE07E78",,,,,,,,,"0000000007548389","",,"LVL 09","08/29/2025 11:26 AM","53",
"6815","Trish","Gleason","Walbridge","Safety Engineer",,"ABCDE44A740E","C30000169321",,"Safety","Non-Union",,,"African American","Female","Non MWBE","0000000000694981","","","LVL 09","05/09/2025 04:47 PM","82",
"6816","Jamaal","Turner","Murphy",,,"ABCDE44AA995","C300000B17DE",,,,,,,,,"0000000000726177","",,"Security Gate","10/20/2023 01:59 PM","72",
"6817","Walter","Wintheiser","Fast Install",,,"ABCDE44AB367","C300000B1952",,,,,,,,,"0000000000730419","",,"Emergency Parking - K02776C","11/10/2023 02:45 PM","72",
"6818","Carl","Schumm","Gaylor Electric",,,"ABCDE44A985E","C30000169416",,,,,,,,,"0000000000882359","",,"LVL 09","11/11/2025 06:56 AM","82",
"6819","Jeramy","Bosco","Beaver","Safety",,"ABCDE41D9399","AC233FE421C9",,,,,,,,,"0000000007540536","",,"K0277DA","06/30/2022 02:40 PM","54",
"6820","Raphael","Jaskolski","ADT","Security",,"ABCDE41D9142","AC233FE0E29B",,"Craft",,,,,,,"0000000007557645","",,"Colo Exterior - K027AE0","08/17/2023 04:25 PM","52",
"6821","Lovetta","Lehner","Schneider Electric","Electrician",,"000000009760","AC233FABEACD",,,,,,,,,"0000000007524118","",,"Security Gate","06/17/2024 01:32 PM","54",
"6822","Lee","Hansen","Schneider Electric","Electrician",,"2021","AC233FAB89A3",,,,,,,,,,"",,"Zone F - K02776C","05/13/2022 01:45 PM","53",
"6823","Aldo","Hayes","ACI","millwright",,"6889","AC233FE7E239",,"Craft",,,,,,,"0000000004520134","",,"Security Gate","10/28/2024 03:10 PM","57",
"6824","Dusty","Ratke","ACI","Operator",,"ABCDE44A451E","C30000169200",,"Craft",,,,,,,"0000000000721209","",,"Office Parking Lot - Zone A","09/18/2024 04:32 PM","82",
"6825","Clarence","Batz","MMR","Electrician",,,,,"Craft",,,,,,,,"",,"K027B4D","03/17/2022 01:10 PM","null",
"6826","Ashlie","Boyer","Gaylor Electric",,,"ABCDE44AB356","C300000B1947",,,,,,,,,"0000000000722416","",,"LVL 09","10/21/2025 12:53 PM","72",
"6827","Winford","Conn","SVG Concrete","Finisher",,"ABCDE41D3378","AC233FA9BD58",,"Craft",,,,,,,,"",,"K02431C","08/13/2021 06:16 AM","47",
"6828","Lewis","Rosenbaum","Directline","Lead Tech",,"6740","AC233FE7E1A4",,"Craft",,,,,,,"0000000004485240","",,"LVL 09","02/14/2025 09:15 AM","57",
"6829","Pedro","Connelly","W.O. Grubb","Operator",,,,,"Craft",,,,,,,,"",,"","","null",
"6830","Ling","Schuppe","IES","Communications",,"6221","AC233FE7DF9D",,"Craft",,,,,,,"0000000003148142","",,"Security Gate","09/06/2024 12:47 PM","57",
"6831","Guadalupe","Cole","CRMP","Site Coordinator",,"000000000141","AC233F7998F1",,"Safety","Non-Union",,,,,"Non MWBE","0000000003156219","",,"Security Gate","07/03/2024 11:42 AM","44",
"6832","Emmie","Collier","MMR","Electrician",,"6766","AC233FE7E1BE",,"Craft",,,,,,,"0000000004496065","",,"Colo 4 - K035272","09/29/2023 10:50 AM","57",
"6833","Alfonzo","Lemke","IES","Electrical",,,,,"Craft",,,,,,,,"",,"Security Gate","09/11/2023 05:08 PM","null",
"6834","Natalie","Shanahan","MMR","Apprentice B",,,,,"Craft",,,,,,,,"",,"Trailers - K027B4D","01/02/2024 01:50 PM","null",
"6835","Arden","Weimann","S. Walker Construction",,,"ABCDE44AB293","C300000B1908",,,,,,,,,"0000000000733861","",,"LVL 09","04/16/2025 09:52 AM","72",
"6836","Maurice","Altenwerth","IES","Communications",,"6227","AC233FE7DFA3",,"Craft",,,,,,,"0000000005368384","",,"- Zone D 1","05/29/2024 08:22 AM","57",
"6837","Ellis","Kunde","Baker","",,"ABCDE44AA690","C300000B16AD",,"Safety",,,,,,,"0000000000731272","",,"LVL 09","03/14/2025 09:04 AM","72",
"6838","Hunter","Dach","Sachs","Electrician",,,,,"Craft",,,,,,,,"",,"Trailers","11/09/2021 08:55 AM","null",
"6839","Delmar","Sporer","Briegan","Carpenter",,"000000001170","AC233FA9BE0A",,"Craft",,,,,,,,"",,"RT 2","06/10/2021 05:23 PM","47",
"6840","Charity","Bogisich","MMR","Helper",,,,,,,,,,,,,"",,"Tent","08/11/2022 04:59 PM","null",
"6841","Eleonora","Ondricka","Schneider Electric","UPS",,"ABCDE44AB134","C300000B1869",,,,,,,,,"0000000000687107","",,"LVL 09","07/11/2025 08:54 AM","72",
"6842","Magnolia","Blanda","Access Floors","Floor Installer",,"ABCDE31A3157","AC233FE07E66",,"Craft",,,,,,,"0000000007540294","",,"Trailers - K027AF1","06/09/2022 05:30 PM","53",
"6843","Shasta","Krajcik","EPS","Field Tech",,"ABCDE41D3387","AC233FA9BD52",,"Craft",,,,,,,,"",,"Security Gate","07/26/2023 10:15 AM","47",
"6844","Wilbert","Luettgen","Sachs","Superintendent",,,,,"Supervision",,,,,,,,"",,"K0242DB","10/13/2021 11:15 AM","null",
"6845","Georgann","Zieme","Beaver","Operator",,"000000009871","AC233FABEB3C",,,,,,,,,"0000000007525440","",,"Emergency Parking - K02776C","04/04/2024 11:50 AM","54",
"6846","Jutta","O'Conner","MMR","QCI",,,,,,,,,,,,,"",,"Trailers","02/20/2025 12:39 PM","null",
"6847","Nobuko","Wolff","MMR","Electrician",,,,,"Craft",,,,,,,,"",,"Trailers - K027ADF","10/12/2023 03:15 PM","null",
"6848","Nadine","Jast","MMR","Electrician",,,,,"Craft",,,,,,,,"",,"Trailers","03/17/2022 02:34 PM","null",
"6849","Katelynn","Lebsack","Day Wireless","Sr. DAS Tech",,"ABCDE44AA757","C300000B16F0",,,,,,,,,"0000000000730157","",,"LVL 09","06/19/2025 04:57 PM","72",
"6850","Alan","Krajcik","Sure Clean","Laborer",,,,,,,,,,,,,"",,"Trailers","03/17/2022 09:07 AM","null",
"6851","Shayne","Hilpert","Schneider Electric","Battery Installer",,"6872","AC233FE7E228",,"Craft",,,,,,,"0000000004496079","",,"Colo Exterior - K02431C","10/07/2022 12:05 PM","57",
"6852","Nathaniel","Graham","W.S. Construction","Finisher",,"ABCDE44AA685","C300000B16A8",,,,,,,,,"0000000000730154","",,"Security Gate","10/31/2024 12:51 PM","72",
"6853","Arnold","McDermott","ACI","Operater",,,,,,,,,,,,,"",,"","","null",
"6854","Leonila","Lebsack","Architectural Wood","Millwork",,"ABCDE44A04D4","C3000026379A",,,,,,,,,"0004d95a3ab51990","",,"LVL 09","05/15/2025 07:58 AM","82",
"6855","Emerson","Fahey","MMR","Electrician",,,,,,,,,,,,,"",,"Trailers","02/20/2025 01:15 PM","null",
"6856","Theron","Wolf","Baker","Rodbuster",,,,,,,,,,,,,"",,"","","null",
"6857","Stevie","Kertzmann","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"Col 2 Middle - K027AF0","03/05/2024 12:20 AM","null",
"6858","Herman","Boehm","ACI","QA/QC",,"ABCDE41D9187","ac233f8b246c",,"Supervision","",,,,,,"0000000003551952","","","Security Gate","05/04/2023 07:54 AM","52",""
"6859","Delmy","Price","MMR","Worker",,,,,,,,,,,,,"",,"Trailers","10/12/2023 03:29 PM","null",
"6860","Eugene","Lueilwitz","MMR","Electrician",,,,,,,,,,,,,"",,"Trailers","03/25/2022 11:08 AM","null",
"6861","Ned","Von","Progressive Mechanical","Sheet Metal",,"000000001167","AC233FA9BE07",,"Craft",,,,,,,,"",,"K0242DB","09/17/2021 04:07 PM","47",
"6862","Odelia","McKenzie","LINX","Technician",,"ABCDE34E1269","AC233FAA0BDA",,"Craft",,,,,,,"0000000003572734","",,"LVL 09","06/14/2024 10:49 AM","48",
"6863","Courtney","Walsh","Virginia Carolina Paving","Concrete",,"ABCDE41D3338","AC233FA9BDDF",,,,,,,,,,"",,"Ring Road - K027785","09/23/2022 11:30 AM","47",
"6864","Joel","Lebsack","Briegan","Carpenter",,"000000000147","AC233F7998F7",,"Craft",,,,,,,"0000000003170587","",,"K027A98","03/07/2022 03:26 PM","44",
"6865","Lezlie","Cartwright","Eaton","FSR",,"ABCDE44A3FB0","C3000036FC04",,,,,,,,,,"",,"","10/10/2025 03:30 PM","87",
"6866","Yen","Kuphal","MMR","Electrician",,,,,,,,,,,,,"",,"K027B4D","03/25/2022 10:40 AM","null",
"6867","Vincenzo","Skiles","Irvine",,,,,,,,,,,,,,"",,"","","null",
"6868","Thad","Luettgen","Walbridge","Safety",,"ABCDE41D9073","AC233FE0E256",,"Craft",,,,,,,"0000000007540268","",,"K0242DB","02/08/2022 02:15 PM","52",
"6869","Kyra","White","MMR","General Foreman",,"ABCDE41D9286","ac233f8b251e",,"Craft",,,,,,,"0000000003556277","",,"Colo Exterior - K027AE0","05/02/2023 04:10 PM","52",
"6870","Tia","O'Hara","Baker","Finisher",,"6619","AC233FE7E12B",,"Craft",,,,,,,"0000000004485229","",,"Security Gate","05/08/2024 10:42 AM","57",
"6871","Luke","Purdy","Gaylor Electric","Electrical",,"ABCDE44A597E","C30000169292",,,,,,,,,"0000000000722026","",,"LVL 09","07/28/2025 06:44 AM","82",
"6872","Letha","Herman","Team Fishel","Lead",,,,,"Supervision",,,,,,,,"",,"K027AC5","09/28/2022 11:00 AM","null",
"6873","Keesha","Kerluke","iconicx","QA/QC",,"ABCDE31A3171","AC233FE07D6D",,,"",,,,"","","0000000007548341","","","Zone F - RT 2","02/03/2023 02:06 PM","53",""
"6874","Bonnie","Schimmel","Gaylor Electric",,,"ABCDE4517050","AC233F85345F",,,,,,,,,"0000000005974095","",,"LVL 09","10/24/2024 04:41 PM","48",
